url,title,comments,state,created_at,closed_at
https://api.github.com/repos/keras-team/keras/issues/15986,b'Extra GPU-CPU memory transfer when broadcasting operations between integer tensors',[],open,2022-01-31 09:43:15,
https://api.github.com/repos/keras-team/keras/issues/15985,b'`image_dataset_from_directory()` should return both training and validation datasets',[],open,2022-01-31 09:14:48,
https://api.github.com/repos/keras-team/keras/issues/15984,b'Cannot add class weights for multilabel classification?',[],open,2022-01-31 07:29:00,
https://api.github.com/repos/keras-team/keras/issues/15983,b'Fix minor typo in Model.compile docstring',[],open,2022-01-31 01:16:02,
https://api.github.com/repos/keras-team/keras/issues/15982,"b'Rename ""premade"" (the meaning of which was ambiguous) to ""premade_models"" (clearer).'",[],open,2022-01-30 22:21:14,
https://api.github.com/repos/keras-team/keras/issues/15980,b'TimeDistributed(Flatten()) does not support masking',[],open,2022-01-30 20:53:58,
https://api.github.com/repos/keras-team/keras/issues/15979,b'Update metrics.py',[],open,2022-01-30 17:34:58,
https://api.github.com/repos/keras-team/keras/issues/15978,b'Silent swallowing of Exceptions thrown in `get_config` and potentially `from_config` / Documentation of SavedModel for custom Model',[],open,2022-01-30 08:19:25,
https://api.github.com/repos/keras-team/keras/issues/15977,b'Update callbacks.py',[],open,2022-01-29 07:35:20,
https://api.github.com/repos/keras-team/keras/issues/15976,b'How to create a dynamic embedding layer in keras ?',[],open,2022-01-29 06:55:28,
https://api.github.com/repos/keras-team/keras/issues/15975,b'Copy image utils from keras_preprocessing directly into core keras',[],open,2022-01-29 00:35:26,
https://api.github.com/repos/keras-team/keras/issues/15972,b'Feature/documentation request: re-add activation histograms or remove from docs',"[b'I can try to solve this', b'Hey @bersbersbers as far as I know you can visualize histograms in \r\ntensorboard by using tf.summary.histogram<br>Can you please attach your code so that I can see if we are on the same page?', b'@Cheril311 please see https://github.com/tensorflow/tensorflow/issues/42027#issuecomment-670719469. Keras writes weight histograms, but no activation histograms.', b'You seem to be right @bersbersbers , for now I have changed the documentation as I do know how to compute activation histograms but I am unaware on how to write them as tensorboard images', b'> I do know how to compute activation histograms but I am unaware on how to write them as tensorboard images\n\nI would think activation histograms can be written the same way as the weight histograms, at least in a first iteration. After all, both should have the exact same dimensions.', b'> > I do know how to compute activation histograms but I am unaware on how to write them as tensorboard images\r\n> \r\n> I would think activation histograms can be written the same way as the weight histograms, at least in a first iteration. After all, both should have the exact same dimensions.\r\n\r\nYup I agree with that but there is some other process done in the function  _log_weight_as_image in callbacks.py and I am not sure how to do the same for activations, if you can help me maybe we can submit a pr', b'> > I would think activation histograms can be written the same way as the weight histograms, at least in a first iteration. After all, both should have the exact same dimensions.\r\n> \r\n> Yup I agree with that but there is some other process done in the function _log_weight_as_image in callbacks.py and I am not sure how to do the same for activations, if you can help me maybe we can submit a pr\r\n\r\nTo my understanding, activations (for one sample) and weights have the same shape, so you can do exactly the same thing as here:\r\n\r\nhttps://github.com/keras-team/keras/blob/8015f697d0109ccd6021fe1b8f2bf5b133b259b9/keras/callbacks.py#L2570-L2580\r\n\r\nSince you mentioned in https://github.com/keras-team/keras/issues/15972#issuecomment-1024857466 that you know how to compute activation histograms (although I have yet to find a good solution myself, compare https://stackoverflow.com/q/60816678, https://gist.github.com/SiLiKhon/3965c967c3283feccc79822e6252b34c, https://stackoverflow.com/q/66779524), this should be straightforward then. Good luck!']",open,2022-01-28 14:20:40,
https://api.github.com/repos/keras-team/keras/issues/15967,b'RNN to model  lowpass filter',[],open,2022-01-27 18:47:05,
https://api.github.com/repos/keras-team/keras/issues/15964,b'LSTM model save warning',"[b""@StevenHuang2020 I was able to run the code successfully on colab using TF v2.7.0 and tf-nightly(2.9.0.dev20220126)  and didn't face the warning reported here.Could you please find the gist [here](https://colab.research.google.com/gist/sushreebarsa/997a7d67340735a857995fe3231a33f2/15964.ipynb#scrollTo=SH7P1z-zZVVr) and confirm the same?\r\nPlease provide the complete code and let us know if we are missing something to replicate the issue? Thanks!"", b'Here is my code.\r\nhttps://github.com/StevenHuang2020/COVID-19-Statistics/blob/e73c17cdc14ce38616164334dde3ed7c09543328/coronavirus/predictStatistics.py\r\n\r\nThe warning message is shown when model.save called after training\r\n\r\n![image](https://user-images.githubusercontent.com/61686583/151493297-229f2618-f805-4d4d-97f8-ccf864e7ac68.png)\r\n', b'I simplified it to 2 files, the dataset and py file.\r\n\r\ndataset link:\r\nhttps://raw.githubusercontent.com/owid/covid-19-data/master/public/data/owid-covid-data.csv\r\ntraining file:\r\n[predictStatistics.py.txt](https://github.com/keras-team/keras/files/7956105/predictStatistics.py.txt)\r\nYou can verify the above problem with this.\r\n', b'@jvishnuvardhan Was able to replicate the issue on colab using TF v2.7.0 , please find the gist [here ](https://colab.research.google.com/gist/sushreebarsa/001c1cfa939c1ae5e385c3f2c00ba072/keras15964.ipynb) for reference.Thanks!']",open,2022-01-27 11:21:38,
https://api.github.com/repos/keras-team/keras/issues/15958,b'Stop testing keras in the core tf docstest',[],open,2022-01-26 20:42:34,
https://api.github.com/repos/keras-team/keras/issues/15952,b'Support checkpointing ShardedVariables in optimizer slot variables.',[],open,2022-01-25 20:54:58,
https://api.github.com/repos/keras-team/keras/issues/15947,b'Fix tf.name_scope support for Keras nested layers.',[],open,2022-01-25 09:08:20,
https://api.github.com/repos/keras-team/keras/issues/15941,b'mode.predict freezes',[b'@shubham9630 Can you please share a simple standalone code to reproduce the issue? Thanks!'],open,2022-01-23 20:37:31,
https://api.github.com/repos/keras-team/keras/issues/15940,b'The model saving is disturbed by the error raised intentionaly.',"[b""@realmadridmarcelo I am not able to reproduce the issue. When I ran your code, I was able to save the model in `h5` format but couldn't load it. Please check the [gist here](https://colab.research.google.com/gist/jvishnuvardhan/f53d38e7cc05c9fef9a505aa5aaecd7e/untitled1145.ipynb). Thanks!\r\n\r\nPlease check whether I made any mistake. Thanks!"", b'Thank you for your examination!\r\nYour code and mine are almost the same.\r\nOnly one difference is the python version. (My env: 3.8.12, Your env: 3.7)\r\nBut I think that it is not essential for this issue.']",open,2022-01-23 11:26:02,
https://api.github.com/repos/keras-team/keras/issues/15939,b'Shape issues in tf.keras.metrics.SparseTopKCategoricalAccuracy with multiple dimensions',"[b'This is indeed a surprising behavior -- it seems the format expectation for the `sample_weight` argument is different in the case of the `SparseTopKCategoricalAccuracy` in this case. Would you like to open a PR with a fix?', b""Sure I'll have a look. I'll also double-check if this happens for the others in 'metrics' to see if they fail in a similar manner."", b'Thank you!']",open,2022-01-23 04:48:16,
