url,title,comments,state,created_at,closed_at
https://api.github.com/repos/ray-project/ray/issues/21233,b'Bump tensorflow from 2.6.0 to 2.6.1 in /python',"[b'\n## :bangbang: ACTION REQUIRED :bangbang:\n\nWe\'ve switched our code formatter from YAPF to Black (see #21311).\n\nTo prevent issues with merging your code, here\'s what you\'ll need to do:\n\n1. Install Black\n```\npip install -I black==21.12b0\n```\n\n2. Format changed files with Black\n```\ncurl -o format-changed.sh https://gist.githubusercontent.com/bveeramani/42ef0e9e387b755a8a735b084af976f2/raw/7631276790765d555c423b8db2b679fd957b984a/format-changed.sh\nchmod +x ./format-changed.sh\n./format-changed.sh\nrm format-changed.sh\n```\n\n3. Commit your changes.\n```\ngit add --all\ngit commit -m ""Format Python code with Black""\n```\n\n4. Merge master into your branch.\n```\ngit pull upstream master\n```\n\n5. Resolve merge conflicts (if necessary).\n\nAfter running these steps, you\'ll have the updated `format.sh`.\n']",open,2021-12-22 04:21:44,
https://api.github.com/repos/ray-project/ray/issues/20539,b'Bump tensorflow from 2.0.1 to 2.5.2 in /ci/asan_tests/ray-project',"[b'\n## :bangbang: ACTION REQUIRED :bangbang:\n\nWe\'ve switched our code formatter from YAPF to Black (see #21311).\n\nTo prevent issues with merging your code, here\'s what you\'ll need to do:\n\n1. Install Black\n```\npip install -I black==21.12b0\n```\n\n2. Format changed files with Black\n```\ncurl -o format-changed.sh https://gist.githubusercontent.com/bveeramani/42ef0e9e387b755a8a735b084af976f2/raw/7631276790765d555c423b8db2b679fd957b984a/format-changed.sh\nchmod +x ./format-changed.sh\n./format-changed.sh\nrm format-changed.sh\n```\n\n3. Commit your changes.\n```\ngit add --all\ngit commit -m ""Format Python code with Black""\n```\n\n4. Merge master into your branch.\n```\ngit pull upstream master\n```\n\n5. Resolve merge conflicts (if necessary).\n\nAfter running these steps, you\'ll have the updated `format.sh`.\n']",open,2021-11-18 16:01:21,
https://api.github.com/repos/ray-project/ray/issues/20228,b'Bump tensorflow from 2.5.1 to 2.5.2 in /python',"[b'\n## :bangbang: ACTION REQUIRED :bangbang:\n\nWe\'ve switched our code formatter from YAPF to Black (see #21311).\n\nTo prevent issues with merging your code, here\'s what you\'ll need to do:\n\n1. Install Black\n```\npip install -I black==21.12b0\n```\n\n2. Format changed files with Black\n```\ncurl -o format-changed.sh https://gist.githubusercontent.com/bveeramani/42ef0e9e387b755a8a735b084af976f2/raw/7631276790765d555c423b8db2b679fd957b984a/format-changed.sh\nchmod +x ./format-changed.sh\n./format-changed.sh\nrm format-changed.sh\n```\n\n3. Commit your changes.\n```\ngit add --all\ngit commit -m ""Format Python code with Black""\n```\n\n4. Merge master into your branch.\n```\ngit pull upstream master\n```\n\n5. Resolve merge conflicts (if necessary).\n\nAfter running these steps, you\'ll have the updated `format.sh`.\n']",open,2021-11-10 20:07:46,
https://api.github.com/repos/ray-project/ray/issues/21372,b'[Bug] Fix log4j vulnerability CVE-2021-44832',"[b'cc @zhe-thoughts @architkulkarni ', b""@architkulkarni Let's make sure https://github.com/ray-project/ray/pull/21373 gets picked into the 1.10 release. Hopefully that will be the last log4j vulnerability, third time is the charm :D"", b""Sounds good! I think it's the fourth time, but who's counting \xf0\x9f\xa5\xb2""]",closed,2022-01-04 09:21:12,2022-01-05 01:58:49
https://api.github.com/repos/ray-project/ray/issues/21373,b'[Java] Bump log4j 2.17.0 to 2.17.1',"[b'I will need help with the failing Java tests, is this related to the version bump?', b""> I will need help with the failing Java tests, is this related to the version bump?\r\n\r\nI believe it's not related.\r\n\r\n\r\n"", b'Thanks for you upgrading :)']",closed,2022-01-04 09:23:29,2022-01-05 01:58:49
https://api.github.com/repos/ray-project/ray/issues/21081,b'[Java] Bump Log4j2 to completely remove lookups',"[b""RayJavaLoggingTest failed. Not sure if it's related."", b""> RayJavaLoggingTest failed. Not sure if it's related.\r\n\r\nIt's unrelated."", b'This also resolves https://nvd.nist.gov/vuln/detail/CVE-2021-45046']",closed,2021-12-14 17:32:10,2021-12-15 07:45:56
https://api.github.com/repos/ray-project/ray/issues/21740,b'Bump pygments from 2.3.1 to 2.7.4 in /doc',"[b'Looks like pygments is up-to-date now, so this is no longer needed.']",closed,2022-01-20 15:19:51,2022-01-21 23:43:05
https://api.github.com/repos/ray-project/ray/issues/21055,b'[Bug] CVE-2021-44228 Log4j',"[b'Thanks for creating this issue! We upgraded the dependency in master yesterday (https://github.com/ray-project/ray/pull/21036) and are currently working on a 1.9.1 release to include the fix that should come out in the next 1-2 days.\r\n\r\ncc @thomasdesr', b'If you need a very short term fix right now, you can remove the `ray_dist.jar` from the wheel (it is not used by Ray unless you are using Ray Java bindings) like this (for example for macOS):\r\n\r\n```\r\nunzip ray-1.9.0-cp37-cp37m-macosx_10_15_intel.whl\r\nrm ray-1.9.0.data/purelib/ray/jars/ray_dist.jar\r\nrm ray-1.9.0-cp37-cp37m-macosx_10_15_intel.whl\r\nzip -r ray-1.9.0-cp37-cp37m-macosx_10_15_intel.whl ray-1.9.0.data ray-1.9.0.dist-info\r\n```', b'Also cc @iycheng who is leading the 1.9.1 release cc @zhe-thoughts ', b""Thanks for the quick response and workaround! We're happy to wait till the 1.9.1 release. Please feel free to close this once the release has shipped :) "", b""Hi @architkulkarni , what's the progress of 1.9.1?"", b'A release candidate 1.9.1rc0 should be released later today, and 1.9.1 should be released by the end of the week.', b'The release candidate 1.9.1rc0 has been released!  Please try it out with `pip install ray==1.9.1rc0` and let us know if you run into any issues.', b'It turns out `log4j==2.15.0` is still vulnerable to [CVE-2021-45046](https://nvd.nist.gov/vuln/detail/CVE-2021-45046), and therefore so is `ray==1.9.1rc0`.  \r\n\r\nThe `log4j` dependency has been upgraded to `2.16.0` in master: https://github.com/ray-project/ray/pull/21081. This will be included in the final release of `ray==1.9.1`.', b'Hello @architkulkarni, thanks for your dedication to fix the vulnerabilities and keep our deployments safe!\r\n\r\nThere was a new vulnerability found in `log4j==2.16.0` and a fix is published in `2.17.0`, see:\r\n* https://logging.apache.org/log4j/2.x/security.html\r\n* https://thehackernews.com/2021/12/new-local-attack-vector-expands-attack.html\r\n* https://thehackernews.com/2021/12/apache-issues-3rd-patch-to-fix-new-high.html', b'Ray 1.9.1 has been released: https://github.com/ray-project/ray/releases/tag/ray-1.9.1\r\nRay 1.9.1 has `log4j==2.16.0`.\r\n\r\nIn the first week of January we plan to release Ray 1.9.2 which will have `log4j==2.17.0`, which will resolve the vulnerability mentioned by @qbphilip.']",closed,2021-12-13 19:22:36,2021-12-23 01:00:40
https://api.github.com/repos/ray-project/ray/issues/21565,b'Bump pillow from 8.3.2 to 9.0.0 in /doc',"[b'Looks like pillow is up-to-date now, so this is no longer needed.']",closed,2022-01-12 23:15:20,2022-01-20 15:20:14
https://api.github.com/repos/ray-project/ray/issues/21176,b'[Java] Bump log4j 2.16.0 -> 2.17.0',[],closed,2021-12-18 19:22:08,2021-12-20 02:27:24
