url,title,comments,state,created_at,closed_at
https://api.github.com/repos/microsoft/nni/issues/3086,"b'There is a vulnerability in numpy 1.14.3,upgrade recommended'","[b'@liuzhe-lz - has this vulnerability warning been fixed? or any concern for fixing it?', b'@liuzhe-lz - would you mind sharing the latest status of this issue? thanks!\r\n']",open,2020-11-13 02:03:59,
https://api.github.com/repos/microsoft/nni/issues/4306,b'Bump tensorflow from 1.15.4 to 2.5.2 in /examples/trials/ga_squad',"[b""OK, I won't notify you again about this release, but will get in touch when a new version is available. If you'd rather skip all updates until the next major or minor version, let me know by commenting `@dependabot ignore this major version` or `@dependabot ignore this minor version`.\n\nIf you change your mind, just re-open this PR and I'll resolve any conflicts on it.""]",closed,2021-11-10 19:42:21,2021-11-19 08:48:09
https://api.github.com/repos/microsoft/nni/issues/4115,b'Bump tensorflow from 1.15.4 to 2.5.1 in /examples/trials/network_morphism',"[b""OK, I won't notify you again about this release, but will get in touch when a new version is available. If you'd rather skip all updates until the next major or minor version, let me know by commenting `@dependabot ignore this major version` or `@dependabot ignore this minor version`.\n\nIf you change your mind, just re-open this PR and I'll resolve any conflicts on it.""]",closed,2021-08-25 15:23:44,2021-08-27 08:41:15
https://api.github.com/repos/microsoft/nni/issues/4114,b'Bump tensorflow from 1.15.4 to 2.5.1 in /examples/trials/ga_squad',"[b""OK, I won't notify you again about this release, but will get in touch when a new version is available. If you'd rather skip all updates until the next major or minor version, let me know by commenting `@dependabot ignore this major version` or `@dependabot ignore this minor version`.\n\nIf you change your mind, just re-open this PR and I'll resolve any conflicts on it.""]",closed,2021-08-25 15:16:10,2021-08-27 08:41:25
https://api.github.com/repos/microsoft/nni/issues/3380,b'Publish new release to Pypi',"[b'Yeah we are also waiting \xf0\x9f\x98\x84', b'@snoopysecurity @Anon-Artist thanks for raising your request. Does nightly build solve your problem, we have nightly build but have not exposed to users. Or, in your scenario you need official release?', b'The vulnerability that the PR https://github.com/microsoft/nni/pull/3311 fixed was reported to Snyk Vulnerability disclosure program (https://snyk.io/vuln) We wanted to release an advisory crediting the reporter, as well as tell current users of `nni` to update to the latest version where this issue is fixed. So I mainly wanted a a pypi official release they could upgrade to (https://pypi.org/project/nni/#history) Am I right in thinking the nightly builds are not in pypi?\r\n\r\nAlso am I right to assume that Microsoft Security Response Center (MSRC) (https://msrc.microsoft.com/create-report) can assign a CVE to this issue?\r\n\r\n\r\n', b'@snoopysecurity thanks, got the scenario. We will release a new version soon.', b'Any update @QuanluZhang  \xf0\x9f\x98\x8a', b'@Anon-Artist v2.1 will be released on March 8th.', b'> @Anon-Artist v2.1 will be released on March 8th.\n\nThats cool \xf0\x9f\x98\x8a', b'hi @QuanluZhang did the new version have released \r\n?\r\n', b'@B3EF , will release today, after several hours. sorry for one day delay.', b'No issues @QuanluZhang \xf0\x9f\x98\x80\nHope you see this @snoopysecurity\n\nOn Wed, Mar 10, 2021, 12:24 PM QuanluZhang ***@***.***> wrote:\n\n> @B3EF <https://github.com/B3EF> , will release today, after several\n> hours. sorry for one day delay.\n>\n> \xe2\x80\x94\n> You are receiving this because you were mentioned.\n> Reply to this email directly, view it on GitHub\n> <https://github.com/microsoft/nni/issues/3380#issuecomment-794983617>, or\n> unsubscribe\n> <https://github.com/notifications/unsubscribe-auth/AOV66JRKZ3BVCERODT2MDHLTC4JQ7ANCNFSM4XQ543VQ>\n> .\n>\n', b""Hi, yep, thanks for letting me know. I'll close this issue."", b'HI @QuanluZhang can we get a CVE id For this.', b'@QuanluZhang Snyk.io has recognized this vulnerability as https://snyk.io/vuln/SNYK-PYTHON-NNI-1073630 so can we get a CVE for this.', b'@Anon-Artist @B3EF , sorry, I am not familiar with Snyk.io. could you give me some context about CVE and how to do it. maybe some links and guidance?', b'hi @snoopysecurity can you please explain  the criteria to be done to @QuanluZhang  ,to assign a CVE-id for us .', b""Hey, indeed I can help @QuanluZhang Snyk can't help with a CVE since its a microsoft product/software, Reading https://cve.mitre.org/cve/request_id.html, you should be able to assign a CVE by contacting `secure@microsoft.com` or directly MITRE through https://cveform.mitre.org/\r\n\r\nAll you need to do is contact one of the above authorities and provide the details, you can just copy and paste the details here https://snyk.io/vuln/SNYK-PYTHON-NNI-1073630 (fixed version, github commit, vulnerability information etc etc) and they will assign a CVE for you.  Going through https://cveform.mitre.org/ is probably quicker. hope this helps"", b'@qfyin @liuzhe-lz - Has the problem been solved? may we close the issue? thanks.', b'Yes sure the problem is fixed \r\nThank you \xf0\x9f\x98\x8a', b'I will close this issue as the problem had been solved, feel free to reopen it.']",closed,2021-02-12 16:12:43,2021-06-10 14:10:55
https://api.github.com/repos/microsoft/nni/issues/4204,b'Bump ansi-regex from 5.0.0 to 5.0.1 in /ts/jupyter_extension',[],closed,2021-09-23 04:21:51,2021-09-24 09:10:51
https://api.github.com/repos/microsoft/nni/issues/2925,b'Bump tensorflow from 1.15.2 to 1.15.4 in /examples/trials/ga_squad',[],closed,2020-09-25 22:56:16,2020-09-28 08:01:45
https://api.github.com/repos/microsoft/nni/issues/2926,b'Bump tensorflow from 1.15.2 to 1.15.4 in /examples/trials/network_morphism',[],closed,2020-09-25 23:09:00,2020-09-28 07:03:55
https://api.github.com/repos/microsoft/nni/issues/2988,b'Bump node-forge from 0.9.0 to 0.10.0 in /src/webui',"[b'Looks like node-forge is up-to-date now, so this is no longer needed.']",closed,2020-10-20 01:47:07,2020-10-23 07:43:37
https://api.github.com/repos/microsoft/nni/issues/2908,b'Bump node-forge from 0.9.0 to 0.10.0 in /src/webui',[],closed,2020-09-18 06:52:56,2020-09-19 13:53:39
